,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z20
725,-0.03388195,0.5752278,0.111706465,-0.12644762,0.29342005,0.043393638,0.70911324,-0.82352066,-0.3682065,-0.095840625,0.1021554,-0.8600682,-0.32227093,0.351878,0.55511063,-0.57939327,-0.05190813,0.16746016,-0.2853918,-0.39607826
726,-0.0303373,-0.12216144,-0.2786269,0.051556095,0.2511884,0.2673943,-0.024703657,0.3205062,-0.19934964,0.008234777,0.12376795,-0.28829387,-0.6931203,-0.4162457,0.11374629,-0.5633744,0.12005824,-0.15395048,-0.09191433,-0.120604746
727,-0.32908967,-0.1649349,0.122951224,-0.06830308,0.16914085,-0.025568992,-0.4573127,-0.7901001,-0.2732705,-0.062485315,0.19085339,-0.55143845,0.52442116,-0.2097685,-0.21470957,-0.036182202,-0.024326265,0.36745954,-0.6156687,-0.33281735
728,-0.17362486,0.15548132,0.34956512,-0.20002782,-0.20135169,-0.4383452,-0.4956221,0.09391629,0.17276159,-0.15841115,-0.34825486,-0.46199352,0.19095328,0.4381454,0.3124974,0.27350444,-0.24844772,-0.033127997,0.063607916,-0.5104214
729,-0.101147085,0.3292042,-0.15011193,0.22613685,0.9565299,0.27520317,0.31001285,0.82565284,-0.02231992,-0.21839659,-0.4351136,0.42568544,-0.16806753,-0.2779999,-0.36248475,0.28298703,0.32101443,0.20895128,0.38442075,0.43880168
730,0.04324246,0.27966243,0.4196957,0.31178582,0.076175235,-0.05769804,0.30546036,-0.4929045,-0.23358645,-0.5202893,-0.31628644,0.8130577,0.52128553,-0.31083015,0.1771675,0.16477999,-0.22433335,-0.18806812,0.36088255,-0.747143
731,0.08785105,-0.23142563,-0.037435964,-0.4982784,0.9075304,-0.13408029,-0.6946675,0.49948183,-0.93145955,0.18418664,-0.42417148,0.12350798,0.3248314,-0.1936027,0.30109915,-0.12411389,-0.44516778,-0.06595772,-0.13564833,-0.21115018
732,0.4204652,-0.113188185,0.039753266,-0.19596668,0.17090333,-0.118627965,0.3102821,0.47007442,-0.046155732,-0.92505217,-0.25716457,0.023956712,0.26942486,0.6500354,-0.19611742,-0.030716341,-0.00074247917,-0.002939022,-0.6828146,-0.06067612
733,-0.20435788,0.25378394,0.34120515,-0.3929223,0.12752122,-0.02140871,-0.17281367,-0.1108137,-0.46815357,-0.07429582,0.1728729,0.605601,0.422412,-0.15675686,-0.03614586,-0.28191406,-0.4704914,0.37139967,-0.7834391,-0.20851426
734,-0.5841794,-0.073942184,0.28114092,-0.29332256,-0.23175934,0.3188762,0.0060658026,-0.8467869,-1.118319,0.13529028,-0.40276837,-0.05509865,-0.4991327,-0.11944024,-0.48448944,0.016533628,0.20501894,0.12609325,0.23016483,-0.04181618
735,-1.0534103,-0.08662079,0.005708695,-0.14946255,-0.689277,0.23079443,0.037472636,-0.22582532,0.5019084,-0.30887014,0.1687102,0.31359044,0.153722,-0.43627572,0.03976413,-0.107783966,0.5276742,-0.16998245,0.13621409,0.44329768
736,0.49755773,0.4291826,-0.18840474,0.33120778,-0.18363057,0.096160606,-0.18176824,0.08812175,0.2601691,0.47508472,0.51705873,0.56790775,-0.0040698354,-0.12076139,-0.05837461,0.057881225,-0.24122596,-0.022814834,-0.54484886,0.52007234
737,0.9986872,0.11042505,-0.3603586,-0.68790156,-0.10095136,-0.2908834,-0.04694095,0.18206379,0.36744332,-0.09393934,-0.30824256,0.23806627,0.17527072,-0.114421524,-0.22240432,0.5434291,-0.059780028,0.2761131,0.21915473,0.017792426
738,-0.31024957,0.8896089,-0.4125469,-0.006438097,-0.079009265,0.013506814,0.177918,-0.08889712,0.3694541,0.36231717,-0.33265057,-0.8409932,-0.041460767,-0.29441345,0.539193,-0.2144818,0.015692133,0.20335254,0.037294757,0.83413357
739,0.3440269,-0.045866493,0.07957547,-0.04111602,-0.04445927,-0.4439869,0.16431496,0.5676177,0.3763471,0.25898683,-0.84476703,0.15670998,0.029364727,-0.35002252,-0.005097602,0.40015927,-0.23015566,-0.493761,0.055433333,-0.87687427
740,-0.18918784,0.40083918,0.18191606,0.0020511732,0.06513287,0.20417747,0.5465433,-0.71428907,0.1187254,0.31589553,-0.0007119663,0.64860773,0.022264356,0.3817628,0.43112814,-0.2775842,-0.14100316,-0.37309146,-0.18668772,-0.67072064
741,-0.7264245,-0.33405408,0.30725053,-0.11611954,-0.31106794,0.24933326,0.46719158,-0.18448085,-0.5618517,0.26925382,0.025358861,0.17671645,0.09616044,0.050773725,-0.3419312,-0.6741728,0.5135578,0.36543283,0.36275113,0.0074897767
742,0.20773146,-0.26074827,-0.1393131,-0.13031538,-0.50119835,-0.14426617,0.51680404,-0.18463008,-0.55547225,0.016944481,-0.05929219,0.42155415,0.085567325,-0.034253825,-0.12392836,0.60160387,0.50051486,-0.291806,0.22004242,0.17891267
743,-0.081588045,0.4702493,-0.36242083,-0.58415,-0.5927284,-0.11126915,-0.5359869,0.7170346,-0.23981671,-0.06057327,0.30184004,0.017054865,0.020691127,-0.3789141,-0.45958284,-0.59437275,0.04353468,-0.5373928,-0.5808635,0.42752576
744,0.22254437,-0.3175264,0.042066004,-0.2238638,0.16018164,-0.35898829,0.25757945,-0.00878518,0.00024468586,-0.31930688,-0.24162216,0.30702868,0.78924406,-0.6111902,-0.08091656,0.040181123,-0.09838062,-0.18577877,0.50962234,-0.352457
745,-0.22771274,0.050162364,-0.19402233,0.066748485,-0.061718885,0.4792629,-0.5108235,-0.48336366,-0.31856304,-0.41269404,-0.10503373,-0.2832182,0.021291837,-0.27222148,-0.3174521,-0.7691552,-0.00054230954,-0.48635235,0.5142738,0.1672322
746,-0.12620807,-0.06956456,-0.017712595,-0.508777,-0.7613276,-0.38816768,-0.5238147,-0.18693238,0.1275411,0.9381256,-0.33324808,-0.48252544,-0.18006964,-0.19708878,-0.3260924,0.18423307,-0.30473512,0.094969854,-0.35204035,0.122578956
747,-0.447308,-0.051672243,0.591956,-0.29311275,-0.12830812,-0.29252678,0.5782151,-0.080393314,-0.08900783,-0.36309558,0.062367655,0.13513361,-0.66099757,0.30694604,-0.21340293,0.49841318,0.06732789,-0.029285984,0.38160262,0.6439456
748,0.19368437,0.19933799,-0.1045461,-0.07449088,0.052724633,-0.076704785,0.15521453,0.029982109,-0.07252762,-0.57752013,-0.4105161,-0.6521784,-0.3560955,0.24512169,-0.9476788,0.29867628,0.13279048,-0.13750654,-0.937866,0.19169222
749,0.06667799,-0.2929653,-0.32649165,0.17696336,-0.011705018,-0.09531238,-0.32701156,0.339804,0.71405506,-0.52297145,0.13086875,-0.08812937,0.04237952,0.20137878,0.32272786,-0.37840542,-0.19668466,-0.7514868,-0.4070764,0.0962143
750,0.40953332,-0.2669446,-0.47129038,0.21702115,0.29057404,0.16934828,-0.41400352,0.07383024,-0.16583245,0.36158696,-0.6535284,-0.3969337,0.043484524,-0.9105119,-0.65514976,0.224205,0.11018852,0.28801534,0.06479788,0.037710916
751,-0.057527926,-0.63374823,0.23124143,0.30751428,-0.2873703,0.22988938,0.5134589,-0.12771969,0.1513611,-0.20530555,0.13137254,0.36955038,-0.1746525,-0.48607543,-0.3146471,-0.5703615,0.04411843,-0.2520365,-0.13268772,-0.5964801
752,0.28627244,0.33509523,0.4767869,0.2541198,-0.30612847,-0.38726288,0.024451522,0.082142144,-0.39437112,0.2389651,-0.4344036,0.42159855,-0.09513438,0.3705082,0.021751065,0.4204711,-0.29386303,0.020036053,0.4468368,-0.016794678
753,-0.3182459,0.034789015,0.2478617,-0.1353192,-0.12106886,0.3738729,-0.45215082,-0.037728693,-0.67735595,0.35854265,0.17032209,0.63191605,0.25799856,0.4552554,-0.42414042,0.13575189,0.68095183,0.43481976,0.39873514,0.070505865
754,0.12419934,-0.022349952,0.0937784,0.007936275,-0.22300094,-0.13859046,0.15919465,0.12388118,-0.1310307,0.45687148,0.1785306,0.19511397,0.3373476,-0.37473992,-0.25818887,-0.06892683,-0.032585632,0.35799646,-0.16120858,-0.0079866825
755,-0.040517148,-0.36303693,0.44228798,0.1308568,-0.18277904,-0.091957,-0.39633805,0.24506082,-0.21276794,0.5511735,0.56311387,0.46612155,0.060864523,0.21445829,-0.14786054,0.38001943,0.11878158,-0.1832484,-0.110701494,-0.6854581
756,-0.9656249,-0.34064364,0.4110708,0.08491334,0.5807653,0.25309685,-0.2767256,-0.19035484,0.2825169,0.13452281,0.4574715,-0.040853187,-0.32776582,-0.124557175,-0.53165257,0.046379853,0.05426865,-0.2932136,-0.25357038,-0.3539454
757,-0.3764211,0.64584076,-0.056242343,-0.16435947,-0.42468768,-0.16757834,-0.3263811,-0.08683967,-0.5435747,0.17954883,-0.4314395,0.2968506,0.5386446,0.16293018,0.6653342,0.6137367,0.4099099,0.017600486,-0.50172406,0.13637643
758,0.07340296,-0.27679086,0.28192952,-0.14833458,0.13751873,0.0008608275,0.6699611,-0.36487693,0.1951252,0.5917252,-0.2929518,0.16608837,-0.042553946,0.49736568,0.17697294,0.28808942,0.39632666,0.3616659,0.35433137,-0.47731432
759,-0.12083781,-0.24564168,-0.0012498713,-0.03294722,0.45584974,0.37051648,0.022933941,-0.22164926,0.18905196,0.64072037,-0.7834184,0.2383023,0.45444542,0.276865,0.21554236,-0.44528422,-0.2680598,0.059702158,0.67829734,-0.11876318
760,-0.3723203,0.32638967,0.35028943,-0.099102214,-0.28766274,-0.38785177,0.38751358,0.11136943,0.005124484,-0.4316183,-0.1653276,-0.5160855,-0.031440213,-0.1946923,-0.09312437,-0.06936864,-0.095453486,0.65936327,0.38194242,0.7703616
761,0.58897114,0.11494647,-0.37898877,-0.11932491,0.13720143,0.44819924,0.6973116,-0.34771067,0.65906566,0.060159583,0.2569464,0.6906585,-0.23931235,0.47873637,-0.038220994,-0.3275626,0.06360995,-0.4507057,0.37035242,0.44580457
762,0.18620867,0.22892451,-0.11397046,0.49018,-0.40752128,0.10145887,0.6807168,-0.52923024,-0.33450434,0.62754554,0.23699737,0.29737562,-0.35749763,-0.45001554,0.39579508,0.04777271,0.38271275,0.048349548,0.30364054,0.29844844
763,-0.2507415,-0.0615277,0.022081848,0.27410933,-0.27094206,0.24237078,-0.33693877,0.49958673,-0.28846514,0.098785035,-0.40525338,0.6303355,-0.48198575,-0.525957,0.19271699,-0.22115652,-0.21580803,-0.18236262,-0.39588824,0.18200831
764,-0.44861928,0.20184426,0.2185688,-0.759964,-0.49507514,0.30870017,-0.5148401,0.0581757,-0.023056224,0.0075797895,-0.23916279,0.31899124,-0.53903186,0.3793948,0.34329024,-0.3869128,0.028017506,-0.14864083,-0.64101136,-0.6978275
765,-0.48393586,0.046655323,0.06195999,0.011508015,-0.12791283,0.22948188,-0.62823886,-0.6415259,-0.10142004,-0.24485077,-0.023624294,-0.1944484,-0.53854936,0.2960222,0.19148836,0.25058365,-0.19845076,0.08266043,-0.1394921,0.6184746
766,0.09450973,-0.12946211,-0.44363627,0.37881586,0.08087608,0.30659002,-0.86730707,0.8079783,0.5464157,0.7898386,-0.16287832,0.57285494,0.19809315,0.044782024,-0.06873454,0.3538095,0.122341834,0.26890296,-0.5704063,0.08886908
767,0.7215454,0.41856235,0.1441303,-0.07889184,-0.21944776,-0.20346259,0.7854764,-0.2445096,-0.7446145,-0.048982,-0.50178593,0.47582355,-0.1624593,-0.15094885,-0.54852426,0.21168967,-0.36465907,-0.032675155,0.123584755,0.21909003
768,-0.66633385,-0.1702545,0.6620948,-0.104919925,-0.031166533,-0.313174,0.27062753,0.17233434,-0.13549188,-0.01651328,0.097392455,-0.31587285,0.2321859,-0.04023914,-0.49573046,0.61253506,0.62879175,0.42120874,0.088599935,-0.22322217
769,0.9065815,0.08570965,-0.44511607,0.036965445,-0.1367453,-0.002551108,-0.04347801,-0.12570527,-0.504349,0.9409504,0.12013483,0.17675546,-0.46284765,-0.64324623,0.13613722,0.33932352,-0.061244614,-0.0032753062,0.49903852,0.33444953
770,0.8098119,0.1111771,-0.61230403,-0.5601486,0.06830354,-0.11886315,0.44095823,0.38322833,0.26724494,-0.7762972,-0.5830237,0.31957588,-0.29345432,-0.54560286,0.4077826,-0.07352778,-0.25658292,-0.64118963,0.69505674,0.36994627
771,0.403133,-0.5175236,-0.25207794,-0.52235985,-0.11660003,0.32326484,0.09619777,-0.055325665,-0.2048413,-0.2878611,-0.5901056,-0.3551641,-0.30071828,-0.48588523,0.008181002,-0.5900355,0.35791373,0.670142,0.46661,-0.3456677
772,0.5102385,-0.09793553,0.18506165,-0.13499644,0.3286969,-0.23964843,-0.054981396,-0.5197011,0.27375615,-0.3580312,-0.41475603,0.14224215,0.3149158,0.1815864,0.61403495,0.16287135,-1.0882068,-0.25206876,0.56028926,0.17983952
773,0.40444657,0.15728822,-0.15850087,-0.37069064,-0.1404489,-0.4434239,0.10195657,0.40710324,-0.054311838,0.019647239,0.119776,0.28731284,0.03902104,-0.04352047,0.6573794,0.33491486,0.24457519,-0.077944964,-0.44692218,-0.12729822
774,0.55973977,0.015505618,0.39021388,-0.27608475,-0.41532663,-0.36179286,0.16498733,-0.3988617,0.00506204,-0.4363246,-0.6997874,0.34830806,-0.18053263,0.19068886,0.16302082,0.7197133,-0.49141157,0.11015477,0.64324635,-0.14107579
775,0.3389445,0.049285967,-0.309072,-0.17590408,-0.218898,0.20120344,-0.34802976,-0.48823214,0.18428224,0.16702984,-0.059914548,-0.2958949,-0.3976002,0.17281812,0.5963736,-0.578649,-0.6292352,-0.44276232,-0.37666532,0.013914323
776,-0.19729102,-0.17594174,0.045931462,0.25885478,0.8513494,0.3269658,-0.16970538,-0.1017766,-0.39939404,-0.08531951,-0.25154337,0.69973224,0.45282152,-0.110795416,0.3895251,0.38256767,0.29112142,0.43645623,0.12098831,-0.32802117
777,0.19771557,-0.086184904,0.5103157,0.031583253,-0.61461693,0.058405448,0.23736724,-0.34303877,-0.40689594,0.5743542,0.25276607,0.043220706,-0.8418484,0.25274143,0.34204295,-0.6772139,-0.2732078,0.2752618,0.3917508,-0.3236003
778,-0.21901546,0.45852005,0.23832937,-0.2842147,0.021119392,-0.082065456,0.27409074,-0.51180625,-0.05702581,-0.29038146,-0.571675,-0.25855497,0.15248403,-0.18759474,-0.2123627,0.22978218,0.064478904,0.4276111,-0.42962044,-0.81348467
779,0.49180728,-0.22803059,-0.18328883,0.1564531,0.14738874,0.18115504,0.06259405,-0.69521475,0.54452085,-0.08001975,-0.32756028,0.42598978,0.5105218,0.022003233,0.33329538,0.08891531,-0.4498916,0.19052541,-0.4060571,-0.2141071
780,-0.0059051793,0.015390767,-0.15146004,0.09966747,0.22276473,-0.1517695,0.446355,0.09806439,-0.519578,-0.32675466,0.20141645,-0.22463053,0.02876287,-0.22437909,-0.72835,0.05311233,0.51616037,-0.8404554,-0.11040049,0.24953444
781,0.1481177,0.21168305,0.46200684,0.5476293,-0.15670113,-0.48880416,-0.17909032,0.33914447,0.26669002,-0.1816405,0.22267908,-0.010995396,-0.78103346,0.011577288,0.12971762,0.7026943,-0.43900174,-0.010599958,-0.35869327,-0.10680674
782,0.098737314,0.07541542,-0.3131753,0.64024866,-0.10440631,0.1840943,-0.1323481,-0.08024434,0.308649,0.270915,-0.2385114,-0.3059606,-0.78692937,-0.40338686,0.4757071,0.43140662,-0.051641215,-0.047662597,-0.28922313,0.10046442
783,-0.20624223,0.022583473,0.3415617,0.03413742,0.31852266,0.055226453,-0.2933223,-0.13885236,-0.36908844,0.07362303,0.09611052,0.23897825,0.7703925,0.23766321,0.00847708,-0.87899953,-0.69675815,-0.057274003,0.059057314,0.17519112
784,0.46968424,0.017116189,0.22246507,-0.11942583,0.67243904,-0.29398257,-0.05121253,0.42303607,-0.44738483,-0.26016507,0.021430066,0.40011626,0.520392,-0.5768982,0.1599965,-0.22418286,-0.66262406,-0.18737428,-0.09119746,-0.6306262
785,-0.45439482,0.57208824,-0.18030015,-0.6247356,0.34055114,0.014822304,0.085497074,-0.15672511,-0.09457204,-0.19543912,-0.44129968,-0.21525711,-0.32399383,0.33413023,0.12245674,-0.13035832,-0.31782207,-0.21880743,-0.6443828,0.63290673
786,0.2831026,-0.29627922,0.31379318,0.6817483,0.41751716,-0.009594809,-0.181982,-0.18708807,-0.69598985,0.42054418,0.36608356,-0.18741864,-0.08597826,-0.5820044,-0.052003447,-0.24181288,-0.22161505,0.13558796,-0.007869391,-0.5631614
787,0.16740231,0.17426805,-0.23553734,0.6893501,-0.31047806,0.111061074,0.30001456,-0.050660424,0.0791935,-0.002479243,0.24308369,-0.5333257,-0.57469,-0.21175112,0.12426702,0.14014612,0.3870879,0.40381876,-0.873861,0.4572109
788,-0.4772074,-0.4206138,0.26150417,0.07622776,-0.24403091,-0.15405235,-0.51266533,0.35992777,-0.45178896,0.20602563,0.337427,-0.565375,-0.080880485,-0.50641537,-0.0013564511,-0.787678,-0.09818055,0.40934992,-0.06561191,0.07471405
789,-0.17951913,-0.0010757013,0.1860684,0.7486846,-0.46574447,0.010679057,0.5427127,0.43399096,0.13110167,0.36490235,0.25632933,0.007016906,-0.6556829,0.06902733,0.5073695,-0.015664633,0.54822963,0.6482286,-0.02257926,0.20783485
790,0.06362191,0.3196633,0.047872126,-0.45593977,0.14097135,-0.3714217,-0.24073218,-0.018680641,-0.07631786,0.03097282,0.8105433,0.210584,-0.016014142,-0.46360624,-0.228052,0.30092484,-0.16304657,-0.6019244,0.26296553,-0.3147945
791,0.2513296,-0.4329343,-0.29476118,0.33604026,0.13279404,-0.009590494,0.6274764,-0.19862019,0.019598132,-0.014939671,-0.08642215,-0.2475829,-0.48400125,0.22188912,0.3708816,0.14378028,0.28274617,-0.11790258,0.39948955,0.64744157
792,-0.4525462,0.049192183,-0.008267767,0.18776833,0.13573836,-0.040200226,-0.37125418,-0.059023466,0.6111206,0.040880825,0.870649,-0.053147834,-0.079767644,-0.98180526,0.1163869,0.08249976,0.15739226,0.36751086,0.5484964,-0.11427033
793,-0.23734263,-0.66155005,-0.46032634,0.44087285,0.4001596,0.29131,-0.033433657,-0.87222445,0.26733783,-0.22429462,-0.5282441,-0.6072171,-0.26452902,0.013682057,0.63389546,0.5590916,0.11040028,-0.09525975,0.21800032,0.59210676
794,0.43313313,0.0026712425,-0.04433314,-0.2438645,-0.34355882,-0.31568795,0.024507174,-0.3991026,-0.30807418,-0.24382904,-0.11709102,-0.084265895,-0.043928385,-0.14465418,0.803681,0.08400252,-0.14727467,-0.44808137,-0.002468726,-0.6492791
795,-0.627111,-0.20596483,0.0927644,0.253605,0.081839934,0.36473447,-0.3852005,0.013455933,-0.07102606,0.2527853,0.052602544,0.39794284,0.6296309,-0.5064653,0.22413395,-0.47735715,-0.09506923,0.36679378,-0.2238451,0.17700318
796,-0.22483037,-0.13627441,-0.52091473,0.7152318,0.35414198,0.6844245,-0.2823891,0.43076012,-0.08976837,-0.34711882,-0.14577864,0.22747113,-0.19638783,-0.10829346,0.3987698,-0.5694617,0.5163465,-0.5984544,0.18862621,-0.42445198
797,0.00356673,0.113705784,0.23952179,0.15001832,-0.19429187,0.31073347,-0.39849684,0.5692218,-0.48604426,-0.63821334,-0.5451426,0.70071006,0.05470112,0.106389344,-0.33265555,-0.26896548,0.27928808,0.15454017,0.2106051,-0.3145106
798,0.057132393,0.04163434,0.0068855984,-0.24584001,0.26257032,0.042481247,0.14526373,0.07693529,-0.3736496,0.2589736,-0.5796598,-0.10289982,-0.8934465,-0.080784164,-0.3877854,0.4189682,-0.12097625,-0.22763652,-0.32640836,-0.18540947
799,0.341366,0.3773802,-0.49748525,-0.18187796,0.8504693,0.38258737,0.20154053,-0.24367802,0.26297444,-0.45771572,-0.6089016,-0.1631869,-0.18923944,0.0915714,-0.42996365,-0.14930452,-0.32581794,-0.28372526,-0.22119334,0.33176467
800,0.062086593,0.08864348,-0.6351951,-0.30007392,-0.108814836,-0.26810256,-0.68034714,0.2575379,0.42280588,0.23315135,0.03925835,-0.41927993,-0.2915687,-0.5015167,-0.097355634,1.1627897,0.3112791,0.19112183,-0.19830786,0.6012047
801,-0.5999957,-0.09151878,-0.40758213,-0.44993386,0.37415722,0.091551594,0.1632558,0.06405648,0.030050771,0.010851114,-0.6378752,-0.6746667,0.08032835,-0.4569976,0.48574919,-0.44278213,0.21436936,0.12891385,0.25849396,0.37422633
802,-0.042956717,-0.37520257,0.20614971,0.060220487,-0.17745873,0.067055985,-0.22460587,-0.24629422,0.9900814,-0.28027865,-0.16035184,0.13117099,0.30620763,0.44296813,-0.085228935,0.32957873,-0.101942785,0.72341776,-0.4512455,-0.39224562
803,0.0017336248,0.46453273,0.23487677,-0.32592815,-0.35420817,-0.65172327,0.03480002,-0.16691935,0.2367476,-0.33628583,0.22058442,-0.68029624,0.4140161,0.026343048,-0.39740384,0.25832316,-0.29805604,-0.43732384,-0.42945954,-0.1837343
804,-0.71766335,0.06567958,0.21231693,0.51805425,-0.08359709,0.20635566,0.07016632,-0.35299248,0.5579606,-0.28060845,0.05466276,0.02746135,-0.4511789,0.5470386,-0.065455444,0.38274622,0.41494334,-0.3477841,-0.04695601,0.064913236
805,-0.0060148346,-0.42024848,-0.086938,0.37561992,0.06528872,0.42794058,-0.45333755,-0.17512362,0.5611859,0.37055144,0.118159585,0.2203716,0.22135413,-0.0043333825,-0.70497525,-0.2061187,-0.3000711,-0.29785424,0.009641472,0.5351451
806,0.29437375,0.4360603,-0.41326243,0.34078503,0.07040668,0.31702158,0.07498316,-0.77660763,0.06738188,0.55343723,-0.41724095,0.4116308,0.40178984,-0.28205028,0.18787844,0.3714636,0.20700437,-0.11944016,0.68902475,0.12902445
807,0.15287349,0.042747248,-0.07419029,0.110290445,-0.5415371,0.11701472,-0.010742474,0.057754822,-0.5961964,0.62127167,-0.053837944,-0.20315796,0.007175301,-0.26240966,-0.74393946,-0.2121476,0.4503813,-0.00071545615,-0.5284826,-0.05587535
808,-0.25773582,-0.5247736,0.060412176,0.12120443,1.0525304,0.35559374,-0.34255686,-0.076756075,-0.09370325,-0.09444004,0.11388684,-0.10576098,-0.006199229,-0.2442591,-0.52170503,-0.40587363,-0.3782439,-0.06257801,-0.1707578,-0.16767848
809,-0.25045168,-0.2099055,-0.4179723,-0.40286627,0.3729586,0.06000638,0.05467627,-0.033070013,0.35652736,-0.3768906,-0.68932444,-0.6141212,0.30649504,-0.057886887,0.0047277533,-0.44388393,0.13426262,-0.19968121,-0.064840436,-0.3142543
810,0.16641235,0.30808744,-0.30530813,-0.11690105,0.52735007,-0.2580173,0.20664458,0.2781591,-0.13256733,-0.29847422,-0.37406015,-0.59574777,-0.008913037,-0.37606755,0.26399043,-0.32832345,-0.015546075,-0.21811663,0.1393663,-0.31544492
811,0.77276367,-0.15991661,-0.3575367,0.21738842,-0.19465607,-0.4470577,0.045293197,-0.22055387,0.008478886,-0.3604277,0.39736998,-0.32544544,0.5383632,-0.46413895,-0.30721775,0.3853956,-0.16670978,-0.085166834,-0.63446945,0.16905887
812,-0.41034034,-0.015891917,-0.02504554,-0.023747338,0.18481286,-0.2013986,-0.8125099,0.37813452,0.0806038,0.39480954,0.08469121,-0.5980439,0.08878401,-0.043952048,-0.22201447,0.24334836,-0.0037742911,0.5484847,-0.21161106,0.55381405
813,-0.3073345,0.56018984,0.09785536,-0.12955414,-0.04684151,0.14880428,0.06938782,-0.12670219,-0.20196956,-0.93384504,-0.6447579,0.10327492,-0.16244134,0.3457571,-0.3309563,0.04916844,-0.27109548,-0.6547635,-0.52044,0.34173933
814,0.2403866,0.046165563,-0.44088688,-0.13437057,0.14530818,-0.34605113,-0.61230624,0.3994053,-0.67637396,0.263762,-0.034138232,-0.379018,0.4171997,-0.46222818,0.33472955,-0.0018840485,-0.21684015,-0.060214352,-0.05722744,0.6822692
815,0.2653111,0.5767618,-0.4095804,-0.11515085,0.4934794,-0.003950037,0.51514935,0.25704104,-0.41580528,0.0034214903,-0.39186978,0.36155742,0.25358626,-0.14759946,-0.13512821,-0.06965779,0.18233086,-0.46675172,-0.070830494,0.3079058
816,-0.088139795,0.66327447,-0.23230949,-0.13318889,0.10200451,-0.09437632,0.27068794,-0.28313163,-0.9496511,-0.03644865,0.070542455,0.121219814,0.23728216,0.12559333,0.12960355,0.054496277,0.17144279,-1.0249474,-0.08159422,0.65263313
817,-0.6628142,-0.6411807,0.30136064,0.3681608,0.0842499,-0.27414173,0.29829788,-0.24842553,0.22641821,-0.86742145,0.02207416,-0.9079598,0.06344684,-0.22699605,0.03617116,0.056668933,0.1495586,0.31666332,-0.51854646,0.053572085
818,-0.19620623,-0.45871848,0.45239007,0.145189,-0.35204914,-0.089937314,0.42175832,-0.59021246,0.1959368,-0.28230032,-0.14441839,-0.42583647,0.17973688,0.6205041,-0.043244105,-0.16810845,-0.10400257,0.520578,-0.4984195,-0.11074965
819,-0.017856436,-0.15060863,-0.13523932,-0.0727965,-0.8612145,-0.40016052,0.12780294,0.4989595,0.589504,0.09104855,0.08814025,-0.41177538,0.39567968,-0.33567178,0.110147715,-0.9219858,-0.24753043,0.006022906,0.106260225,0.58438104
820,0.2985712,0.43197933,0.39478847,-0.08647491,0.2624676,-0.34500164,0.6560212,0.27570838,0.20191182,-0.31457606,0.63793075,0.4798353,-0.33860472,-0.28827825,-0.6288765,0.04639836,-0.47066,-0.19226542,0.11869322,0.28372493
821,0.12660737,0.32214168,0.34995496,-0.039524943,0.06908768,0.1434719,0.34821382,0.14137007,-0.5595618,0.064986765,-0.15550452,0.4970695,0.14159814,0.4751554,-0.15843074,-0.6522712,-0.052917667,-0.3737188,0.5530873,-0.4299775
822,-0.44949254,0.13875394,0.51676625,-1.0255781,-0.12953614,-0.37483194,-0.093312286,-0.12860663,-0.34358403,-0.11241279,0.11798283,-0.2512405,-0.3437846,-0.14750485,-0.77345985,0.23073593,-0.15113604,0.42762643,-0.45691738,-0.22296892
823,-0.29198438,-0.06076053,0.26233715,-0.25403333,0.2444488,0.009750188,0.88670504,-0.07742152,-0.7298639,0.20163159,0.50499403,0.13189319,-0.7627898,-0.0023696604,-0.19218837,0.22093311,0.6107522,0.14570728,0.42326617,0.7613661
824,0.5586713,-0.2600853,-0.47832716,0.061982222,-0.08649887,0.106876925,-0.056006037,0.15305677,0.29199135,0.23379232,-0.5800286,0.21473737,-0.13554095,-0.8121477,0.3337805,-0.18202999,-0.57739526,0.011458694,-0.3329056,0.019689953
825,-0.39405403,-0.41844836,0.42639786,-0.52306324,-0.4042625,0.022287004,0.31205884,-0.14877106,-0.5662806,-0.5286013,-0.37368232,0.922116,0.1787655,0.6078696,-0.13014506,-0.069108784,0.14394566,-0.1495352,-0.16759852,0.08654524
826,0.19474995,1.0627881,-0.21938811,-0.14900802,-0.56152016,0.04982231,0.3447192,0.22571148,-0.3675587,-0.45665047,-0.16005878,0.5682152,-0.03941627,-0.5463758,0.045167845,-0.11542123,0.21379258,-0.34930506,-0.3891506,-0.20969574
827,-0.009634177,-0.50580525,0.0033972948,0.08521724,0.10726682,0.18190932,0.1874935,0.047935493,-0.10744844,0.6418596,0.4147896,0.30330607,0.33164918,0.19379963,-0.20105441,-1.0311768,-0.116314076,-0.6666287,0.021085018,-0.04508943
828,-0.4565716,0.41336244,0.14912489,-0.48590472,0.49988908,0.090864584,-0.23545055,-0.13394652,0.35674006,-0.080955185,-0.008063191,0.34434056,0.27436665,-0.5522066,-0.34149995,0.25362262,0.0968442,0.68216765,0.23633933,-0.44862065
829,-0.038606886,0.6137633,0.40902442,0.36832488,0.07541809,-0.1375419,0.1931596,-0.64057946,-0.08149487,-0.56002206,0.006694701,-0.24668252,-0.1670799,-0.13015151,-0.38117078,0.34261823,-0.050654367,-0.19426516,1.1560155,0.11404582
