,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z20
66,-0.7407134,-0.38209584,0.12815315,-0.17400761,0.4883121,0.5107343,-0.31787413,-0.2809006,-0.32514757,0.03574668,0.473909,0.5184008,0.4354272,-0.17127767,-0.0028118922,-0.5111637,0.122155726,0.13547786,-0.16537194,-0.045215458
67,-0.27070078,-1.0687761,-0.1294316,0.17168811,0.862011,0.048136182,0.82483816,-0.24964803,-0.23589212,-0.63028866,0.057600792,0.02288314,0.2664726,-0.23923212,0.22483176,0.13650173,0.31530556,0.31705537,-0.31129518,0.0947386
68,-0.012086654,-0.23066927,0.44118428,0.47438693,0.035315838,0.3241784,-0.08681423,-0.4373251,-0.27974498,-0.6379089,-0.4713676,0.8446666,-0.23581922,0.18674707,0.14889105,0.7102791,-0.22523747,0.18403032,0.41355267,-0.078099795
69,-0.16989468,0.64891756,0.4344672,0.059252355,0.004812687,0.005320343,0.08945159,0.5969017,-0.29956684,0.72235435,-0.4197202,0.6456805,-0.30838862,-0.07021508,-0.43002945,0.106513254,-0.24842726,0.34855524,-0.08655003,0.103728004
70,0.12913337,-0.3659731,-0.20851836,-0.5183714,0.13066089,-0.31278172,-0.015059145,0.13525014,0.17501442,0.21995506,-0.48182446,-0.28930336,-0.11549447,0.32739383,-0.17724064,0.66222286,-0.07894062,-0.47096667,-0.39793417,0.39138073
71,0.06743123,-0.08312566,0.061999228,0.26140887,-0.21472333,-0.1706451,-0.17385516,0.11592543,-0.0071231616,0.6697534,-0.59828544,0.026196197,0.27295667,0.22014241,-0.26759923,0.62733614,0.11830439,-0.448846,0.2905804,-0.13462454
72,0.18760087,0.23692414,-0.16260295,-0.3850157,0.41712096,0.28441417,0.06547357,-0.70499676,1.0587584,0.36257362,0.24826333,0.2870323,-0.033738382,0.19984311,0.18749984,0.03862752,-0.3341164,-0.043809246,0.18166004,0.18109916
73,0.062351704,0.12944831,0.25552517,0.17919584,-0.32572752,0.04578059,-0.61388856,0.21199681,-0.5822882,0.7813313,0.42075643,0.20257892,-0.31553215,-0.084068626,0.04921177,-0.1888095,-0.1694719,0.611645,0.13241194,0.15469031
74,-0.9549105,-0.22700827,0.09731217,-0.18228216,-0.3900408,-0.47639513,0.012751974,-0.15659887,0.28813887,-0.24464592,-0.17851585,-0.33980018,0.22752708,-0.478061,-0.2162713,0.47625697,0.12314762,0.050173752,0.10281974,0.84714025
75,0.063471586,0.3178495,-0.013428301,0.14180219,0.15423958,0.019754937,0.1979076,-0.12645164,-0.04992801,0.38342378,-0.5605319,0.15151407,0.3562336,0.34874344,-0.09573396,-0.17450626,-0.19612037,-0.72321594,0.4355017,-0.1683455
76,-0.3627187,0.058812205,0.0075337547,-0.26011336,0.36828265,-0.27002287,-0.26700372,0.60661376,-0.282092,-0.19234577,0.5164102,0.41724285,0.3539122,-0.9294655,-0.45575207,-0.09011382,-0.2253019,0.033335827,-0.86535084,0.041308157
77,0.29891312,-0.16210009,-0.06403528,0.011170944,0.04352973,0.39712116,-0.1984083,0.038491767,0.33750796,0.3729904,0.61839193,0.8013336,-0.19786495,-0.3918368,-0.26430067,-0.6081998,-0.25981727,0.20163257,0.73543215,0.44132352
78,-0.013205087,0.28201577,0.07671996,0.0880565,0.25940123,-0.018411886,0.24482718,0.12528339,-0.38952824,-0.063492805,-0.014006986,0.043057486,-0.5603088,-0.4009699,-0.112342186,0.58888745,0.6842817,-0.42550948,0.8325935,-0.5973382
79,0.16055825,0.6832405,-0.20638971,0.007909034,-0.04009631,-0.39484766,-0.09063658,0.18272161,-0.13502435,0.07030152,0.2986062,-0.11969827,0.74642074,-0.16964121,-0.12985711,0.36736163,0.47882485,-0.44507316,0.18202636,-0.3204245
80,-0.20202613,-0.5112211,-0.6130036,-0.5938545,-0.24431832,0.3151997,-0.00970961,-0.16407986,-0.3672139,-0.31171358,-0.79478157,0.029109415,-0.102412134,-0.008978636,0.38860163,-0.5104263,0.30092227,-0.0069926167,-0.2489392,0.79415214
81,0.08827217,0.6924337,0.16795522,0.18726964,-0.58895653,0.13617633,-0.25722206,-0.061959438,0.28619662,0.45673245,0.24613938,-0.31237108,-0.26423183,0.25443855,0.3929003,-0.49118212,0.19520606,0.8298772,0.26011893,-0.38357082
82,0.2350137,-0.116875514,0.07922224,-0.37694025,0.49699235,-0.32814372,-0.1470664,-0.110448696,-0.50356346,-0.30153966,0.43774363,-0.26387137,-0.28580248,0.6006733,0.115978405,0.06382405,-0.28777876,-0.5392269,0.13438594,0.02226614
83,0.15757084,-0.5704611,-0.1068335,-0.43612418,-0.067859046,-0.20456252,-0.23824978,0.2897538,-0.018533602,-0.30496302,0.031386945,-0.6617873,-0.75196654,-0.3720974,-0.2152241,0.19981076,0.06634686,0.05148888,-0.2734945,0.2672568
84,0.5177657,0.0725774,-0.3831708,0.07410693,-0.33707783,-0.018578542,-0.057199977,0.58716905,-0.36317632,-0.8488078,0.015588042,0.11179863,0.18495415,0.014457664,-0.18764393,-0.5390515,0.29018363,-0.10135059,-0.11591951,0.29787076
85,0.014902686,-0.18933037,0.404408,-0.34520754,-0.17461312,0.115385175,-0.06121499,-0.75991374,-0.07678319,-0.0790852,0.09793725,0.15819225,-0.69533783,-0.4555181,-0.14225441,-0.32281756,-0.5983151,-0.072311625,0.47199064,-0.53336096
86,-0.56170213,0.26398066,0.57132053,-0.2736815,-0.24492449,0.028076531,-0.86297613,0.11174944,-0.30852336,0.030511232,-0.026075784,0.48838595,-0.17382857,-0.21546592,-0.32518715,-0.018772228,-0.64433944,-0.2717721,-0.3296089,-0.29611164
87,0.6367995,-0.9636255,-0.64339334,0.23298873,-0.27170068,0.26316285,-0.12448026,0.0727767,0.32584473,0.39236522,-0.6471464,-0.29385197,-0.9709271,-0.09219209,0.53304124,-0.08132798,0.07915169,0.015995268,0.51890516,0.48399544
88,-0.29455456,-0.6382793,-0.012712862,-0.5946273,0.5371502,-0.41936895,0.022966176,0.46438843,0.2741224,0.07493666,-0.3008279,0.030293642,0.25778052,0.46776813,-0.42889443,0.34426063,-0.09405367,-0.5858013,-0.45601806,0.23339705
89,0.5883309,0.36817825,-0.1884386,-0.52727306,-0.29060844,-0.33894542,-0.20644583,0.22029062,0.3488696,-0.104665734,-0.768015,-0.03710596,0.061553102,0.71449953,0.5901907,-0.09065347,-0.6886974,-0.32027188,-0.2228183,0.49862945
90,0.0762249,-0.29833132,0.10640417,0.049362298,-0.2659711,-0.25557753,-0.28402308,0.6638584,0.4807553,0.32254088,-0.3914784,-0.31315696,-0.27543223,0.020060593,-0.34480947,-0.19089568,-0.47689995,-0.6943367,0.02595919,-0.10276186
91,-0.21157375,-0.03350864,-0.0067852116,0.21916957,-0.064053394,0.30901426,-0.13044542,0.55951595,-0.33750042,0.027304111,-0.21611758,0.052487623,-0.0861402,0.4445706,-0.33884817,-0.6138441,0.11369305,-0.66650975,-0.043172255,0.28612185
92,0.030700676,-0.42865643,0.26886615,0.11049878,0.026676692,0.0007926204,-0.27113962,-0.50146997,-0.4173708,0.34195578,0.6976359,0.2130418,-0.15177682,-0.17630468,0.37987316,-0.2380897,-0.36970094,0.030252945,0.7324403,-0.48333547
93,0.0670872,0.05340087,-0.10187121,-0.14850363,-0.22188942,0.06734924,0.42749882,0.6009021,0.17446324,-0.8909374,0.10115142,0.58568305,-0.71394074,-0.27022958,-0.045162268,-0.3146025,0.15533079,-0.5057788,-0.2623749,-0.15796344
94,0.094034635,0.4617425,0.35846588,-0.02725095,-0.2608798,-0.5425232,-0.20020618,0.82890254,-0.49221984,0.28260383,0.56660014,-0.3094659,-0.32212493,0.4890337,0.42783198,-0.2505758,0.08305261,-0.051118135,0.595839,0.0720469
95,0.101674564,-0.5037533,0.37485012,-0.79508615,0.07522276,-0.44231665,0.10574828,-0.0031430703,0.13994357,-0.33178824,0.23477204,-0.7647255,-0.16653948,0.16070929,-0.18478993,0.0015723284,-0.056071945,0.15520422,0.18439303,-0.6979633
96,0.29877132,-0.19305246,-0.08269131,-0.358688,-0.40579537,-0.014452696,-0.0074251643,-0.2880312,-0.41206622,-0.41022772,0.37014365,-0.2410417,-0.62635255,-0.57690567,0.53169405,-0.5792847,0.13367617,0.1731518,0.68561614,-0.56602085
97,0.13732435,0.14605388,-0.4142782,-0.045049462,0.57780343,0.06049414,0.8172197,-0.7566002,0.15859908,0.42836022,-0.011110227,0.15622458,0.19657782,-0.5869043,0.19904207,0.17452076,0.43856108,0.3980802,0.6318009,0.26600567
98,-0.33345902,-0.040641963,0.38554686,-0.27996415,0.11016721,-0.08190021,0.23480062,0.061155736,-0.27450693,0.27847782,-0.057248957,0.29285252,0.6609353,0.62451214,0.21514656,-0.67764,0.012789342,0.046640594,0.024994466,-0.45382982
99,0.50049436,-0.18400563,0.23653911,0.08912212,0.3818535,-0.2467149,0.16479968,1.3135587,-0.096765466,0.36656895,0.009887284,0.53950626,0.040975224,0.32307065,-0.46842438,-0.43349725,-0.3719553,0.49970022,0.12444281,0.8359567
100,-0.3300656,-0.14393972,-0.19842985,-0.42726442,-0.2245894,-0.15072507,-0.13388687,-0.12904207,-0.16145407,-0.25598764,0.069756575,-0.2815716,-0.28925753,-0.4439681,0.20558825,-0.50854623,-0.46131444,-0.65042627,-0.6049037,0.29834026
101,0.59115434,0.23388943,0.038266312,0.25749785,-0.16005138,-0.24016972,-0.5290491,-0.54580134,-0.26564506,-0.09692192,0.17338601,-0.14436284,-0.16277215,-0.39985147,0.10022357,0.4167848,-0.5680318,-0.31420088,0.4601833,0.28692788
102,-0.28704587,0.18671814,0.057691924,-0.154176,0.08872427,0.25009277,0.11917954,0.048664235,0.1286207,-0.5507479,-0.7535724,-0.2158032,0.19324039,0.16372412,-0.8354503,-0.5671931,0.20594905,-0.28989318,0.34341872,-0.13524823
103,0.040514518,0.7061019,0.08025312,-0.030314084,-0.11148619,0.3019433,-0.6388227,-0.12241284,-0.10696652,-0.63632536,0.2719254,0.26014426,-0.37356326,-0.099166006,-0.54958427,-0.28721043,-0.22417875,0.34592047,-0.41097483,0.3546446
