,Z1,Z2,Z3,Z4,Z5
362,0.21964042,0.050052553,0.39885962,0.17137885,-0.06350739
363,-0.43747944,-0.26953444,0.48910943,-0.15619259,0.2528608
364,-0.48517835,-0.27873367,-0.47422427,0.21089199,-0.38359347
365,-0.19048768,-0.32476622,-0.19295447,-0.62764704,-0.31067038
366,-0.2553338,0.44987714,0.16878122,0.3649521,-0.43240744
367,0.020757396,0.37256604,-0.4380982,0.15316772,-0.40818265
368,-0.2656887,0.3604653,-0.06538154,0.037086576,-0.045484018
369,-0.21711718,-0.570625,0.30305964,0.28718606,0.0071857763
370,-0.3655205,0.105899446,-0.56766856,-0.3617057,0.23542456
371,0.065477185,0.3712309,0.4045192,-0.28478009,0.026876796
372,-0.08585413,-0.18389754,-0.35540724,0.061723106,-0.3240876
373,0.13722631,-0.023710137,-0.2760673,0.14455482,0.25068843
374,0.02473133,0.7784915,0.44418874,-0.116027124,-0.3622667
375,0.1377096,0.046564873,-0.5349703,-0.27943158,0.36855516
376,0.18388751,0.23623677,0.18871857,0.056800175,-0.4741808
377,-0.09844572,-0.56345296,-0.07505177,-0.17968614,0.071791455
378,-0.12684049,0.2680207,0.41842484,-0.070254646,-0.4851335
379,-0.13907614,0.4338256,0.14342079,-0.5387997,-0.17713289
380,0.66555595,-0.22958127,0.040590487,0.15948753,-0.3453694
381,-0.26362965,-0.3805915,-0.105895,-0.42744607,0.36641052
382,0.28425735,0.30707893,0.27055764,-0.30388987,-0.40769508
383,0.37901285,0.11644883,-0.4728576,-0.23306368,-0.044640407
384,0.43273303,0.20715894,-0.5918064,0.04076251,-0.043928724
385,0.58212864,0.09221709,-0.2876581,0.05444922,-0.17001863
386,-0.09656319,-0.7607209,-0.13918008,-0.1957392,0.086546205
387,0.2579603,0.4007602,-0.028839128,-0.021280106,0.058594048
388,-0.17454933,-0.45487586,-0.15914196,-0.061676238,0.27679923
389,0.194385,0.21479718,-0.06282841,0.6141818,-0.17958972
390,0.44837493,-0.2604117,-0.30022877,-0.4449927,0.2175345
391,-0.10447269,0.10478869,0.04705582,-0.11550491,-0.07007697
392,-0.17576446,0.08498563,-0.24745214,0.28270718,-0.31805992
393,-0.5443475,-0.17656331,0.22960605,-0.1625851,0.13395807
394,-0.059525613,0.4787737,-0.2396949,0.113087915,-0.34112567
395,0.21594921,0.16284584,-0.13776518,-0.38116667,0.19619335
396,-0.1933685,-0.016465485,0.19517195,-0.4336961,0.07567186
397,-0.12573159,-0.28897846,-0.16396561,0.25920844,0.13501878
398,-0.13719092,0.28039843,0.28275502,-0.29089484,-0.27816197
