,Kri_Z1,Kri_Z2,Kri_Z3,Kri_Z4,Kri_Z5,SVR_Z1,SVR_Z2,SVR_Z3,SVR_Z4,SVR_Z5,ELN_Z1,ELN_Z2,ELN_Z3,ELN_Z4,ELN_Z5
0,-0.6243236253687381,5.7842871811826635,3.968387634117885,-4.716074159100141,-1.9051856001690075,-0.49972259618563614,-0.0925043729180623,-0.40210012748596313,-0.34231674041651095,-0.8658702972802141,-3.963505412264268,-3.920303003875058,-0.370826664882844,-0.40392131482886295,1.578287951572444
1,-2.3799845166007327,-2.289578561314102,-1.7217934505445767,0.20313902994898747,1.641720965244652,0.1655019737375154,0.4131342969131935,0.04979743238713891,-0.28630141086584415,-1.2269681022010006,-6.635201614805094,-7.595408097833045,-1.8930289781957794,5.563323301412516,-0.3174853231885929
2,-0.25251347505429705,-0.9023545138183535,-1.202312187038489,-0.7091066659107251,0.2375628261567318,-0.2711754862639295,-0.2653001069261172,-0.4083889938264118,-0.473044635006042,0.13658691957479693,1.8420392382689936,2.626405988916381,-0.8157883382369813,0.3869685135585703,-0.828032617587069
3,0.12452327987773382,2.294020306830251,-2.426719046036263,2.0944081966764996,3.727100102339345,-3.678850416437003,1.646706868020803,3.4752453167505832,-1.3513364122081848,-0.0027006686298713944,0.20557899926397638,-0.07111777136576267,-0.9915959850209966,1.6168327954284223,-0.6234430737370791
4,2.981458315632451,-2.5025922123273596,3.704032245694693,2.625940373325636,2.6663968493627412,-0.1884970357529912,0.6126547404961921,-0.8133479820636365,-0.23537579537001962,-1.4307615605542543,-0.34944543118603166,-0.4184989117689386,-0.37489076300166646,1.113997969097194,-0.94334034285411
5,2.049526531767533,-2.384093119497281,2.7834640638444914,-5.5212484484349655,-0.047662537346611744,-0.4239694053366015,0.03304624924865324,-0.27706931953567293,0.15345624997159535,-0.21130782288528693,-0.7453685956181332,-0.6680793498669411,-0.985319679089639,2.562215120375229,-0.965476028250916
6,6.046935615067112,0.4300440610321605,1.4324486619925902,-1.5291236143010312,2.654873464014975,-0.6432337009529507,0.9772021104086791,-0.11285089537591508,-1.9021602921673546,-0.676515209928348,1.8601532669813494,2.3169282408419876,-0.39603759019315976,0.7761535839591344,-0.9976432424435223
7,-0.24512165554424223,-1.9885189095114975,-0.2505017146110831,0.83126616727544,-4.9421746760526775,-0.323045559947328,0.3051253749880468,-0.37901681085607725,0.057103208324626786,-0.4379215514995774,-1.3207099660145958,-1.7850422664285315,-0.4012548487900659,-0.08343059830960106,0.2436284266847893
8,1.371310217407272,3.1853950634746426,2.2382084047287125,-1.045341480243323,-0.44791359999777347,-0.22151715125444715,0.20651480359580243,-0.1503190083234779,-0.379220738604216,-0.9125266796217053,-0.4897641394704681,-0.20138688761367496,0.27156867080826846,-0.4436340765756712,-0.47278526738015036
9,1.8602006333706187,-2.2644604903690775,3.1640186027542176,6.541960187817583,-0.08313794674030256,-0.8387534936910721,-0.6647249443080392,-0.09999529886342973,-0.5564653778313466,-1.4091478956799537,1.6972009437532076,2.9497264068083933,-0.8619381759513646,0.42268345670962965,-0.8696396235229
