% # columns="iter, evals, sigma, 0, fitness, xbest" seed=438176, Wed Apr  8 19:42:38 2020, <python>{}</python>
1 8 2.394244748070248 0 255073008.74945068 0.5553507451550826 0.7510964210856925 -3.4958828790748186 4.391922509975671 -2.1010228558710256
2 16 2.254829239680953 0 311429877.9315355 0.8266850425040347 1.9349141073304577 -3.979829059889088 3.2991717406688688 -1.4533502322070095
3 24 2.0135406288150635 0 308338307.4914094 2.46949299228968 2.6916306897569653 -1.8981084291268224 3.825967845612315 -3.9329144858480687
4 32 1.654569277807401 0 41231626.747005165 1.587162957728737 1.8213551529941148 -1.0526629537080372 0.9950461448504713 -1.11039624751534
5 40 1.5979689151191305 0 155683040.33956194 3.6254951151950374 2.4014858884961523 -0.5462949183539363 0.011941255863437528 -1.4775779246896943
6 48 1.5369481803521772 0 29994022.63437602 2.9865952085012886 3.9760527825720904 -0.12592290033115194 0.97112311400763 -1.6092193067203273
7 56 1.401426515814644 0 119488472.12509888 3.4499245970931023 3.217299966631832 0.3036214518402608 3.110349876353735 -2.409235136338858
8 64 1.27157724880475 0 42245010.00464988 2.441422476773673 3.030210761907778 -0.053338473597938196 1.9698001010004496 -1.971275566493552
9 72 1.1337434749701927 0 27941171.111329406 3.6220989489876647 4.0333769943257 1.213068492515346 -0.3199883124180882 -1.8682405098014612
10 80 0.9659076035939819 0 48852613.56563911 2.4024805756223273 2.804641923530905 0.11860543495467246 2.1287661150945283 -2.568167919450382
11 88 0.8350991021840489 0 41483049.72438902 2.87886373754632 3.5218202380728036 0.3057686032176821 1.6905586735050895 -2.4908454896970493
12 96 1.0064097075923208 0 21952776.19000429 3.9134432981404528 5.207368570835158 0.28243766607702014 -0.14704278190183562 -2.277373066767008
13 104 1.140657067795347 0 38820137.15225837 4.303246002153138 6.097818737767756 0.703910796625784 -0.24679764500272627 -1.8735528158265013
